FIPS,State,MSA code (with divisions),MSA name (with MSA divisions),Aggregate MSA code,Aggregate MSA name,County code,Township code,County name,Township name
22,Louisiana,2200002,Natchitoches nonmetropolitan area,,,085,000,Sabine Parish,
22,Louisiana,2200002,Natchitoches nonmetropolitan area,,,115,000,Vernon Parish,
22,Louisiana,2200002,Natchitoches nonmetropolitan area,,,127,000,Winn Parish,
22,Louisiana,2200004,New Iberia nonmetropolitan area,,,001,000,Acadia Parish,
22,Louisiana,2200004,New Iberia nonmetropolitan area,,,007,000,Assumption Parish,
22,Louisiana,2200004,New Iberia nonmetropolitan area,,,045,000,Iberia Parish,
22,Louisiana,2200004,New Iberia nonmetropolitan area,,,053,000,Jefferson Davis Parish,
22,Louisiana,2200004,New Iberia nonmetropolitan area,,,093,000,St. James Parish,
22,Louisiana,2200004,New Iberia nonmetropolitan area,,,097,000,St. Landry Parish,
22,Louisiana,2200004,New Iberia nonmetropolitan area,,,101,000,St. Mary Parish,
22,Louisiana,2200004,New Iberia nonmetropolitan area,,,113,000,Vermilion Parish,
22,Louisiana,  35380,"New Orleans-Metairie-Kenner, LA",,,051,000,Jefferson Parish,
22,Louisiana,  35380,"New Orleans-Metairie-Kenner, LA",,,071,000,Orleans Parish,
22,Louisiana,  35380,"New Orleans-Metairie-Kenner, LA",,,075,000,Plaquemines Parish,
22,Louisiana,  35380,"New Orleans-Metairie-Kenner, LA",,,087,000,St. Bernard Parish,
22,Louisiana,  35380,"New Orleans-Metairie-Kenner, LA",,,089,000,St. Charles Parish,
22,Louisiana,  35380,"New Orleans-Metairie-Kenner, LA",,,095,000,St. John the Baptist Parish,
22,Louisiana,  35380,"New Orleans-Metairie-Kenner, LA",,,103,000,St. Tammany Parish,
22,Louisiana,  43340,"Shreveport-Bossier City, LA",,,015,000,Bossier Parish,
22,Louisiana,  43340,"Shreveport-Bossier City, LA",,,017,000,Caddo Parish,
22,Louisiana,  43340,"Shreveport-Bossier City, LA",,,031,000,De Soto Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,013,000,Bienville Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,021,000,Caldwell Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,025,000,Catahoula Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,027,000,Claiborne Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,029,000,Concordia Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,035,000,East Carroll Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,041,000,Franklin Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,049,000,Jackson Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,061,000,Lincoln Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,065,000,Madison Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,067,000,Morehouse Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,083,000,Richland Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,107,000,Tensas Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,119,000,Webster Parish,
22,Louisiana,2200003,Winnsboro nonmetropolitan area,,,123,000,West Carroll Parish,
23,Maine,  70750,"Bangor, ME",,,009,190,Hancock County,Amherst town
23,Maine,  70750,"Bangor, ME",,,009,191,Hancock County,Aurora town
23,Maine,  70750,"Bangor, ME",,,009,199,Hancock County,Dedham town
23,Maine,  70750,"Bangor, ME",,,019,375,Penobscot County,Alton town
23,Maine,  70750,"Bangor, ME",,,019,376,Penobscot County,Bangor city
23,Maine,  70750,"Bangor, ME",,,019,377,Penobscot County,Bradford town
23,Maine,  70750,"Bangor, ME",,,019,378,Penobscot County,Bradley town
23,Maine,  70750,"Bangor, ME",,,019,379,Penobscot County,Brewer city
23,Maine,  70750,"Bangor, ME",,,019,381,Penobscot County,Carmel town
23,Maine,  70750,"Bangor, ME",,,019,383,Penobscot County,Charleston town
23,Maine,  70750,"Bangor, ME",,,019,385,Penobscot County,Clifton town
23,Maine,  70750,"Bangor, ME",,,019,387,Penobscot County,Corinth town
23,Maine,  70750,"Bangor, ME",,,019,389,Penobscot County,Dixmont town
23,Maine,  70750,"Bangor, ME",,,019,392,Penobscot County,Eddington town
23,Maine,  70750,"Bangor, ME",,,019,393,Penobscot County,Edinburg town
23,Maine,  70750,"Bangor, ME",,,019,394,Penobscot County,Enfield town
23,Maine,  70750,"Bangor, ME",,,019,395,Penobscot County,Etna town
23,Maine,  70750,"Bangor, ME",,,019,396,Penobscot County,Exeter town
23,Maine,  70750,"Bangor, ME",,,019,397,Penobscot County,Garland town
23,Maine,  70750,"Bangor, ME",,,019,398,Penobscot County,Glenburn town
23,Maine,  70750,"Bangor, ME",,,019,399,Penobscot County,Grand Falls Plantation
23,Maine,  70750,"Bangor, ME",,,019,400,Penobscot County,Greenbush town
23,Maine,  70750,"Bangor, ME",,,019,401,Penobscot County,Greenfield town
23,Maine,  70750,"Bangor, ME",,,019,402,Penobscot County,Hampden town
23,Maine,  70750,"Bangor, ME",,,019,403,Penobscot County,Hermon town
23,Maine,  70750,"Bangor, ME",,,019,404,Penobscot County,Holden town
23,Maine,  70750,"Bangor, ME",,,019,405,Penobscot County,Howland town
23,Maine,  70750,"Bangor, ME",,,019,406,Penobscot County,Hudson town
23,Maine,  70750,"Bangor, ME",,,019,407,Penobscot County,Kenduskeag town
23,Maine,  70750,"Bangor, ME",,,019,408,Penobscot County,Lagrange town
23,Maine,  70750,"Bangor, ME",,,019,411,Penobscot County,Levant town
23,Maine,  70750,"Bangor, ME",,,019,413,Penobscot County,Lowell town
23,Maine,  70750,"Bangor, ME",,,019,415,Penobscot County,Maxfield town
23,Maine,  70750,"Bangor, ME",,,019,417,Penobscot County,Milford town
23,Maine,  70750,"Bangor, ME",,,019,420,Penobscot County,Newburgh town
23,Maine,  70750,"Bangor, ME",,,019,421,Penobscot County,Newport town
23,Maine,  70750,"Bangor, ME",,,019,422,Penobscot County,Old Town city
23,Maine,  70750,"Bangor, ME",,,019,423,Penobscot County,Orono town
23,Maine,  70750,"Bangor, ME",,,019,424,Penobscot County,Orrington town
23,Maine,  70750,"Bangor, ME",,,019,425,Penobscot County,Passadumkeag town
23,Maine,  70750,"Bangor, ME",,,019,427,Penobscot County,Plymouth town
23,Maine,  70750,"Bangor, ME",,,019,432,Penobscot County,Stetson town
23,Maine,  70750,"Bangor, ME",,,019,433,Penobscot County,Veazie town
23,Maine,  70750,"Bangor, ME",,,019,437,Penobscot County,Penobscot Indian Island Reservation
23,Maine,  70750,"Bangor, ME",,,019,438,Penobscot County,Argyle unorganized
23,Maine,  70750,"Bangor, ME",,,019,448,Penobscot County,Summit unorganized
23,Maine,  70750,"Bangor, ME",,,027,624,Waldo County,Frankfort town
23,Maine,  70750,"Bangor, ME",,,027,645,Waldo County,Winterport town
23,Maine,  74650,"Lewiston-Auburn, ME",,,001,001,Androscoggin County,Auburn city
23,Maine,  74650,"Lewiston-Auburn, ME",,,001,003,Androscoggin County,Greene town
23,Maine,  74650,"Lewiston-Auburn, ME",,,001,004,Androscoggin County,Leeds town
23,Maine,  74650,"Lewiston-Auburn, ME",,,001,005,Androscoggin County,Lewiston city
23,Maine,  74650,"Lewiston-Auburn, ME",,,001,006,Androscoggin County,Lisbon town
23,Maine,  74650,"Lewiston-Auburn, ME",,,001,007,Androscoggin County,Livermore town
23,Maine,  74650,"Lewiston-Auburn, ME",,,001,009,Androscoggin County,Mechanic Falls town
23,Maine,  74650,"Lewiston-Auburn, ME",,,001,010,Androscoggin County,Minot town
23,Maine,  74650,"Lewiston-Auburn, ME",,,001,011,Androscoggin County,Poland town
23,Maine,  74650,"Lewiston-Auburn, ME",,,001,012,Androscoggin County,Sabattus town
23,Maine,  74650,"Lewiston-Auburn, ME",,,001,013,Androscoggin County,Turner town
23,Maine,  74650,"Lewiston-Auburn, ME",,,001,014,Androscoggin County,Wales town
23,Maine,  74650,"Lewiston-Auburn, ME",,,017,318,Oxford County,Buckfield town
23,Maine,  74650,"Lewiston-Auburn, ME",,,017,327,Oxford County,Hartford town
23,Maine,  74650,"Lewiston-Auburn, ME",,,017,328,Oxford County,Hebron town
23,Maine,  74650,"Lewiston-Auburn, ME",,,017,344,Oxford County,Sumner town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,015,Aroostook County,Allagash town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,016,Aroostook County,Amity town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,017,Aroostook County,Ashland town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,018,Aroostook County,Bancroft town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,019,Aroostook County,Benedicta
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,020,Aroostook County,Blaine town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,021,Aroostook County,Bridgewater town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,022,Aroostook County,Caribou city
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,023,Aroostook County,Cary plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,024,Aroostook County,Castle Hill town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,025,Aroostook County,Caswell plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,026,Aroostook County,Chapman town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,027,Aroostook County,Crystal town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,028,Aroostook County,Cyr plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,029,Aroostook County,Dyer Brook town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,030,Aroostook County,E plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,031,Aroostook County,Eagle Lake town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,032,Aroostook County,Easton town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,033,Aroostook County,Fort Fairfield town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,034,Aroostook County,Fort Kent town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,035,Aroostook County,Frenchville town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,036,Aroostook County,Garfield plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,037,Aroostook County,Glenwood plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,038,Aroostook County,Grand Isle town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,039,Aroostook County,Hamlin plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,040,Aroostook County,Hammond town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,041,Aroostook County,Haynesville town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,042,Aroostook County,Hersey town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,043,Aroostook County,Hodgdon town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,044,Aroostook County,Houlton town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,045,Aroostook County,Island Falls town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,046,Aroostook County,Limestone town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,047,Aroostook County,Linneus town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,048,Aroostook County,Littleton town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,049,Aroostook County,Ludlow town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,050,Aroostook County,Macwahoc plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,051,Aroostook County,Madawaska town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,052,Aroostook County,Mapleton town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,053,Aroostook County,Mars Hill town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,054,Aroostook County,Masardis town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,055,Aroostook County,Merrill town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,056,Aroostook County,Monticello town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,057,Aroostook County,Moro plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,058,Aroostook County,Nashville plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,059,Aroostook County,New Canada town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,060,Aroostook County,New Limerick town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,061,Aroostook County,New Sweden town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,062,Aroostook County,Oakfield town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,063,Aroostook County,Orient town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,064,Aroostook County,Oxbow plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,065,Aroostook County,Perham town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,066,Aroostook County,Portage Lake town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,067,Aroostook County,Presque Isle city
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,068,Aroostook County,Reed plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,069,Aroostook County,St. Agatha town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,070,Aroostook County,St. Francis town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,071,Aroostook County,St. John plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,072,Aroostook County,Sherman town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,073,Aroostook County,Smyrna town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,074,Aroostook County,Stockholm town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,075,Aroostook County,Van Buren town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,076,Aroostook County,Wade town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,077,Aroostook County,Wallagrass plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,078,Aroostook County,Washburn town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,079,Aroostook County,Westfield town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,080,Aroostook County,Westmanland town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,081,Aroostook County,Weston town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,082,Aroostook County,Winterville plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,083,Aroostook County,Woodland town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,084,Aroostook County,Big Twenty unorganized territory
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,085,Aroostook County,Connor unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,086,Aroostook County,Cox Patent unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,087,Aroostook County,Dudley unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,088,Aroostook County,Forkstown unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,089,Aroostook County,Molunkus unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,090,Aroostook County,North Yarmouth Academy grant unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,091,Aroostook County,St Croix unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,092,Aroostook County,Silver Ridge unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,093,Aroostook County,Squapan unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,094,Aroostook County,Upper Molunkus unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,095,Aroostook County,Webbertown unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,096,Aroostook County,Harvey Siding unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,097,Aroostook County,Bragg Tract unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,098,Aroostook County,Griswold unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,099,Aroostook County,Camp Dana unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,100,Aroostook County,Walker or Colbath unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,101,Aroostook County,Dry Town unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,102,Aroostook County,Clayton Lake unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,103,Aroostook County,Seven Islands unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,104,Aroostook County,Red Point City or Sinclair unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,105,Aroostook County,Guerette or Oullette unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,107,Aroostook County,Central unorganized territory
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,108,Aroostook County,Northern unorganized territory
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,003,109,Aroostook County,Southern unorganized territory
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,192,Hancock County,Bar Harbor town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,193,Hancock County,Blue Hill town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,194,Hancock County,Brooklin town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,195,Hancock County,Brooksville town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,196,Hancock County,Bucksport town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,197,Hancock County,Castine town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,198,Hancock County,Cranberry Isles town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,200,Hancock County,Deer Isle town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,201,Hancock County,Eastbrook town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,202,Hancock County,Ellsworth city
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,203,Hancock County,Franklin town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,204,Hancock County,Gouldsboro town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,205,Hancock County,Great Pond plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,206,Hancock County,Hancock town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,207,Hancock County,Lamoine town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,208,Hancock County,Long Island plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,209,Hancock County,Mariaville town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,210,Hancock County,Mount Desert town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,211,Hancock County,Orland town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,212,Hancock County,Osborn plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,213,Hancock County,Otis town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,214,Hancock County,Penobscot town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,215,Hancock County,Sedgwick town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,216,Hancock County,Sorrento town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,217,Hancock County,Southwest Harbor town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,218,Hancock County,Stonington town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,219,Hancock County,Sullivan town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,220,Hancock County,Surry town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,221,Hancock County,Swans Island town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,222,Hancock County,Tremont town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,223,Hancock County,Trenton town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,224,Hancock County,Verona town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,225,Hancock County,Waltham town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,226,Hancock County,Winter Harbor town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,227,Hancock County,Fletchers Landing unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,228,Hancock County,Myra unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,009,234,Hancock County,East Hancock unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,380,Penobscot County,Burlington town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,382,Penobscot County,Carroll plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,384,Penobscot County,Chester town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,386,Penobscot County,Corinna town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,388,Penobscot County,Dexter town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,390,Penobscot County,Drew plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,391,Penobscot County,East Millinocket town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,409,Penobscot County,Lakeville plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,410,Penobscot County,Lee town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,412,Penobscot County,Lincoln town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,414,Penobscot County,Mattawamkeag town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,416,Penobscot County,Medway town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,418,Penobscot County,Millinocket town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,419,Penobscot County,Mount Chase town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,426,Penobscot County,Patten town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,428,Penobscot County,Prentiss plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,429,Penobscot County,Seboeis plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,430,Penobscot County,Springfield town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,431,Penobscot County,Stacyville town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,434,Penobscot County,Webster plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,435,Penobscot County,Winn town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,436,Penobscot County,Woodville town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,439,Penobscot County,Grindstone unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,440,Penobscot County,Herseytown unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,441,Penobscot County,Hopkins Academy Grant unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,442,Penobscot County,T3 Indian Purchase unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,443,Penobscot County,T4 Indian Purchase unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,444,Penobscot County,Kingman unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,445,Penobscot County,Long A unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,446,Penobscot County,Mattamiscontis unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,447,Penobscot County,Soldiertown unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,449,Penobscot County,Veazie Gore unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,450,Penobscot County,Whitney unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,453,Penobscot County,North Penobscot unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,019,454,Penobscot County,Remaining unorganized territory
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,455,Piscataquis County,Abbot town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,456,Piscataquis County,Atkinson town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,457,Piscataquis County,Barnard Plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,458,Piscataquis County,Blanchard plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,459,Piscataquis County,Bowerbank town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,460,Piscataquis County,Brownville town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,461,Piscataquis County,Dover-foxcroft town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,462,Piscataquis County,Elliotsville plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,463,Piscataquis County,Greenville town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,464,Piscataquis County,Guilford town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,465,Piscataquis County,Kingsbury plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,466,Piscataquis County,Lake View plantation
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,467,Piscataquis County,Medford town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,468,Piscataquis County,Milo town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,469,Piscataquis County,Monson town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,470,Piscataquis County,Parkman town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,471,Piscataquis County,Sangerville town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,472,Piscataquis County,Sebec town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,473,Piscataquis County,Shirley town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,474,Piscataquis County,Wellington town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,475,Piscataquis County,Willimantic town
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,476,Piscataquis County,Big Squaw unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,477,Piscataquis County,Bowdoin College Grant East unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,478,Piscataquis County,Bowdoin College Grant West unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,479,Piscataquis County,Chesuncook unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,480,Piscataquis County,Cove Point unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,481,Piscataquis County,Days Academy Grant unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,482,Piscataquis County,Eagle Lake unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,483,Piscataquis County,East Middlesex Canal Grant unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,484,Piscataquis County,Frenchtown unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,485,Piscataquis County,Beaver Cove plantation unorganized territory
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,486,Piscataquis County,Harfords Point unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,487,Piscataquis County,Katahdin Iron Works unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,488,Piscataquis County,Kineo unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,489,Piscataquis County,Lilly Bay unorganized
23,Maine,2300001,Northeast Maine nonmetropolitan area,,,021,490,Piscataquis County,Little Squaw unorganized
